Revenue,PTMP SU,Revenue,10.45.21.5,RW5000/HSU/5510/F35/ETSI/INT - RW-5510-2130,P04660I100A0001B,001567569e3e,6,4.1.60_b4174_Nov 10 2015, 10 Mbps,Masunga- Vlan 508,52.10234,0.79243,
MASUNGA SSS,PTMP SU,MASUNGA SSS,10.45.21.8,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A0011F,0015676460ed,5,4.1.60_b4174_Nov 10 2015, 10 Mbps,MASUNGA,52.18596,0.71771,
DIT- MASUNGA IEC 71691,PTMP SU,DIT- MASUNGA IEC 71691,10.45.21.9,RW5000/HSU/5525/F35/ETSI/SFF/INT - RW-5525-2A30,P07850I200000265,001567ea8f88,6,4.9.35_b0012_Mar  1 2018, 25 Mbps,Masunga,-20.49404,28.43692,
Device Name / IP,Device Type,Device Name,IP Address,Product Name,Serial Number,Mac Address,HW Ver.,SW Ver.,Capacity License,Location,Latitude,Longitude,Altitude
W.U.C MATHANGWANE,PTMP SU,W.U.C MATHANGWANE,10.45.21.45,RW5000/SU-Pro/5H25/F35/ETSI/INT - RW-5H25-2P35,P18910I200100238,001567ebbf93,110H,4.9.75_b0057_Oct 24 2019, 25 Mbps,MATHANGWANE,,,
OLORATO DITIRO,PTMP SU,OLORATO DITIRO 83364,10.45.21.34,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A00478,001567e524fc,6,4.1.60_b4172_Jul 26 2015, 10 Mbps,MATHANGWANE,,,
CHAMABONA CJSS,PTMP SU,CHAMABONA CJSS,10.45.21.35,RW5000/HSU/5510/F35/ETSI/INT - RW-5510-2130,P08080I100A0048C,001567e4d342,9,4.1.60_b4172_Jul 26 2015, 10 Mbps,MATHANGWANE,52.47885,0.0106,
THRUST BORE BOTSWANA,PTMP SU,THRUST BORE BOTSWANA Filling S,10.45.21.36,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A019E8,001567e8f5b2,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,MATHANGWANE,,,
MOITIREDI CHABA,PTMP SU,MOITIREDI CHABA,10.45.21.37,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A01ACB,001567e93762,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,MATHANGWANE -vlan 1185,,,
THRUST BORE BOTSWANA -FARM,PTMP SU,THRUST BORE BOTSWANA -FARM,10.45.21.38,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A01B73,0015676937ed,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,MATHANGWANE VLAN  1190,,,
WUC MATHANGWANE,PTMP SU,WUC MATHANGWANE,10.45.21.40,RW5000/HSU/5525/F35/ETSI/SFF/INT - RW-5525-2A30,P07850I200A00355,001567dff01c,6,4.2.47_b0001_May 17 2016, 25 Mbps,MATHANGWANE V1749,,,
MATHANGWANE POST OFFICE,PTMP SU,MATHANGWANE POST OFFICE,10.45.21.42,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A007AC,001567658d2c,6,4.1.60_b4172_Jul 26 2015, 10 Mbps,MATHANGWANE d 834,,,
Mathangwane Clinic,PTMP SU,Mathangwane Clinic,10.45.21.43,RW5000/HSU/5525/F35/ETSI/SFF/INT - RW-5525-2A30,P07850I200A00667,0015670000a7,6,4.9.17_b0007_Aug 23 2017, 25 Mbps,MATHANGWANE,,,
ZWENSHAMBE  CJSS,PTMP SU,ZWENSHAMBE  CJSS,10.45.21.98,RW5000/HSU/5510/F35/ETSI/INT - RW-5510-2130,P08080I100A004B8,001567e4d260,9,4.9.35_b0012_Mar  1 2018, 10 Mbps,ZWENSHAMBE,51.47885,1.0106,
ZWENSHAMBE BRIDADE,PTMP SU,ZWENSHAMBE BRIDADE,10.45.21.99,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100000154,001567e933d6,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,ZWENSHAMBE 4mbps,,,
RAMOJA JSS PW17256,PTMP SU,RAMOJA JSS PW17256,10.45.21.130,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A0147F,00156760fb28,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,RAMOKGWEBANA,,,
BURS,PTMP SU,BURS,10.45.21.162,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A007A3,001567658d3e,6,4.2.20_b4234_Nov 10 2015, 10 Mbps,MAITENGWE,52.34488,0.5106,
MAITENGWE CLINIC,PTMP SU,MAITENGWE CLINIC,10.45.21.164,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A0040D,001567e51fd7,6,4.2.20_b4234_Nov 10 2015, 10 Mbps,MAITENGWE,51.97885,0.87663,
DIT IMMIGRATION BOARDER POST,PTMP SU,DIT IMMIGRATION BRDR POST 488,10.45.21.165,RW5000/HSU/5525/F35/ETSI/SFF/INT - RW-5525-2A30,P07850I200000127,0015676973f5,6,4.9.35_b0012_Mar  1 2018, 25 Mbps,MAITENGWE BOARDER POST,51.47885,1.0106,
DIS - DUKWI-REFUGEE,PTMP SU,DIT - DUKWI-REFUGEE,10.45.22.2,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A008E6,00156765c591,6,4.2.40_b4258_Jan 27 2016, 10 Mbps,DUKWI,52.42991,0.31962,
DUKWI-CJSS-DIT,PTMP SU,DUKWI-CJSS-DIT,10.45.22.5,RW5000/HSU/5525/F35/ETSI/SFF/INT - RW-5525-2A30,P07850I200000261,001567ea916b,6,4.9.35_b0012_Mar  1 2018, 25 Mbps,DUKWI VLAN557,,,
MOKGORO CLINIC DUKWI,PTMP SU,MOKGORO CLINIC DUKWI,10.45.22.6,RW5000/SU-Pro/5H25/F35/ETSI/INT - RW-5H25-2P35,P18910I200100165,001567ebbe13,110H,4.9.75_b0057_Oct 24 2019, 25 Mbps,DUKWI-VLAN 540,,,
UNCHR- VBN,PTMP SU,UNCHR- VBN,10.45.22.7,RW5000/SU-Pro/5H25/F35/ETSI/INT - RW-5H25-2P35,P18910I200100148,001567ebbd71,110H,4.9.75_b0057_Oct 24 2019, 25 Mbps,DUKWI REFUGEE,,,
UNHCR DUKWI,PTMP SU,UNHCR DUKWI,10.45.22.8,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A00466,001567e52462,6,4.2.40_b4258_Jan 27 2016, 10 Mbps,DUKWI vlan836,52.06664,0.81962,
KWA NOKENG OIL,PTMP SU,PANDA POST OFFICE,10.45.22.195,RW5000/HSU/5525/F35/ETSI/SFF/INT - RW-5525-2A30,P07850I200000186,001567e9524f,6,4.9.35_b0012_Mar  1 2018, 25 Mbps,PANDAMATENG,52.298,0.58418,
Pandamatenga Clinic,PTMP SU,Pandamatenga Clinic,10.45.22.196,RW5000/HSU/5510/F35/ETSI/INT - RW-5510-2130,P04660I100A00021,001567569e3f,6,4.1.60_b4172_Jul 26 2015, 10 Mbps,At Clinic,52.47504,0.09776,
PANDAMATENGA FNB-21507,PTMP SU,PANDAMATENGA FNB-21507,10.45.22.197,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A01664,0015670003d0,6,4.9.17_b0007_Aug 23 2017, 10 Mbps,PANDA EGEN FILLING STATION,,,
VBNS HASKINS PANDA,PTMP SU,VBNS HASKINS PANDA,10.45.22.198,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A013E9,001567e0f392,6,4.9.00_b0016_Jan  8 2017, 10 Mbps,OPPOSITE POST OFFICE,,,
Kasane-Revenue,PTMP SU,Kasane-Revenue,10.45.23.101,RW5000/HSU/5520/F35/ETSI/EXT - RW-5520-2230,P04130E200A0000D,001567483429,6,4.1.60_b4174_Nov 10 2015, 25 Mbps,17 47.918S 025 09.312,51.47885,1.0106,
BURS KASANE REGIONAL,PTMP SU,BURS KASANE REGIONAL,10.45.23.104,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A019EF,00156768f881,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,OPPOSIT BUS RANK,51.91273,0.91157,
kasane ceda,PTMP SU,kasane ceda,10.45.23.107,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A003E6,001567652049,6,4.1.60_b4174_Nov 10 2015, 10 Mbps,17 48.013S 025 09.195E,51.62789,0.99943,
Kasane Police,PTMP SU,Kasane Police,10.45.23.109,RW5000/HSU/5510/F35/ETSI/INT - RW-5510-2130,P04660I100A001DF,001567da0a0a,6,4.1.60_b4172_Jul 26 2015, 10 Mbps,17 48.221S 025 08.970E,51.97885,0.87663,
Kasane_BIHL,PTMP SU,Kasane_BIHL,10.45.23.99,RW5000/HSU/5510/F35/ETSI/INT - RW-5510-2130,P04660I100A000C6,001567d68a2c,6,4.1.60_b4172_Jul 26 2015, 10 Mbps,17 48.025S 025 08.990E,52.37982,0.44448,
FTTX_CHOBE CJSS,PTMP SU,FTTX_CHOBE CJSS,10.45.23.130,RW5000/HSU/5510/F35/ETSI/INT - RW-5510-2130,P08080I100A003E4,001567647bd6,9,3.4.80_b3489_Oct 20 2013, 10 Mbps,17 47.187S 025 09.881E,,,
Ngoma Lodge Safari,PTMP SU,Ngoma Lodge Safari,10.45.23.162,RW5000/HSU/5525/F35/ETSI/SFF/INT - RW-5525-2A30,P07850I200A0054E,00156782a2c9,6,4.9.17_b0007_Aug 23 2017, 25 Mbps,Ngoma Border,52.41854,0.35262,
NGOMA BURS,PTMP SU,NGOMA BURS,10.45.23.163,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A007C7,001567e57810,6,4.1.60_b4174_Nov 10 2015, 10 Mbps,NGOMA BORDER vlan 1408,52.46366,0.18425,
MUCHENJE SAFARI,PTMP SU,Muchenje Safari Lodge,10.45.23.164,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A01A7C,001567e93628,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,Muchenje Site Vlan1773,,,
Letlhakane Police,PTMP SU,Letlhakane Police,10.45.23.226,RW5000/HSU/5510/F35/ETSI/INT - RW-5510-2130,P04660I100A000D6,001567569d03,6,4.1.64_b4174_Nov 10 2015, 10 Mbps,Letlhakane,52.10234,0.79243,
CLINIC,PTMP SU,CLINIC,10.45.23.231,RW5000/HSU/5510/F35/ETSI/INT - RW-5510-2130,P04660I100F00012,001567569e59,6,4.1.64_b4174_Nov 10 2015, 10 Mbps,LETLHAKANE,52.46366,0.18425,
CNR_Immigration,PTMP SU,CNR_Immigration,10.45.23.235,RW5000/HSU/5520/F35/ETSI/INT - RW-5520-2130,P04140I200A000EB,001567490e09,6,4.1.64_b4174_Nov 10 2015, 25 Mbps,Letlhakane,51.75569,0.97152,
metreology,PTMP SU,metreology,10.45.23.236,RW5000/HSU/5510/F35/ETSI/INT - RW-5510-2130,P04660I100A00023,001567569e42,6,4.1.64_b4174_Nov 10 2015, 10 Mbps,Letlhakane,52.26068,0.63409,
TSHIRELETSO MODIMOWETSHO,PTMP SU,TSHIRELETSO MODIMOWETSHO,10.45.23.237,RW5000/HSU/5525/F35/ETSI/SFF/INT - RW-5525-2A30,P07850I200A00913,001567692f0b,6,4.9.95_b0004_Apr  5 2022, 25 Mbps,Letlhakane pw 74472,51.47885,1.0106,
FRS-DEPOT,PTMP SU,FRS-DEPOT,10.45.23.238,RW5000/HSU/5525/F35/ETSI/SFF/INT - RW-5525-2A30,P07850I200A001EF,00156765c45d,6,4.9.95_b0004_Apr  5 2022, 25 Mbps,LETLHAKANE,51.86153,0.93448,
LETLHAKANE SSS,PTMP SU,LETLHAKANE SSS,10.45.23.239,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A003B0,001567e51f4d,6,4.9.95_b0004_Apr  5 2022, 10 Mbps,LETLHAKANE,51.70137,0.98553,
MOTSUMI CJSS,PTMP SU,MOTSUMI CJSS,10.45.23.240,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A0079A,001567657f40,6,4.9.95_b0004_Apr  5 2022, 10 Mbps,LETLHAKANE,52.32557,0.54263,
JOSHUA NKARABANG,PTMP SU,JOSHUA NKARABANG,10.45.23.242,RW5000/HSU/5525/F35/ETSI/SFF/INT - RW-5525-2A30,P07850I200A00530,0015676338a5,6,4.9.95_b0004_Apr  5 2022, 25 Mbps,Letlhakane VLAN 32,51.76058,0.97009,
Hospital Health,PTMP SU,Hospital Health,10.45.23.243,RW5000/HSU/5520/F35/ETSI/EXT - RW-5520-2230,P04130E200A00023,001567483404,6,4.1.64_b4174_Nov 10 2015, 25 Mbps,Lethlakane,51.80913,0.95448,
ROADS,PTMP SU,ROADS,10.45.24.7,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A00F5D,001567dfb1fd,6,4.2.40_b4258_Jan 27 2016, 10 Mbps,LETLHAKANE,51.82087,0.95029,
BOTETI_KAROWE MINE,PTMP SU,BOTETI_KAROWE MINE,10.45.24.8,RW5000/HSU/5520/F35/ETSI/EXT - RW-5520-2230,P04130E200A0008A,001567559603,6,4.1.60_b4172_Jul 26 2015, 25 Mbps,LETLHAKANE KAROWE,52.20622,0.69684,
LEA,PTMP SU,LEA,10.45.24.14,RW5000/HSU/5525/F35/ETSI/SFF/INT - RW-5525-2A30,P07850I200000271,001567eaba6a,6,4.9.35_b0012_Mar  1 2018, 25 Mbps,Letlhakane 20393,,,
BTCL SHOP Lethakane  20142,PTMP SU,CELLCITY LETLHAKANE SHOP,10.45.24.72,RW5000/HSU/5525/F35/ETSI/SFF/INT - RW-5525-2A30,P07850I200A00608,00156702d517,6,4.9.17_b0007_Aug 23 2017, 25 Mbps,LETLHAKANE 30227,,,
MODEL CENTER,PTMP SU,MODEL CENTER,10.45.24.73,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A01AD4,001567e93767,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,Letllhakane Vlan 65,,,
Orapa_JSS,PTMP SU,Orapa_JSS,10.45.24.100,RW5000/HSU/5525/F35/ETSI/SFF/INT - RW-5525-2A30,P07850I200A001DD,00156765c47c,6,4.1.60_b4172_Jul 26 2015, 25 Mbps,ORAPA,52.37982,0.44448,
TKM ENGINEERING PW 73965,PTMP SU,GARDEN CAFE,10.45.24.101,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A00646,00156765564c,6,4.1.60_b4172_Jul 26 2015, 10 Mbps,ORAPA PW 80484,52.45378,0.23312,
IMMIGRATION,PTMP SU,IMMIGRATION,10.45.24.104,RW5000/HSU/5520/F35/ETSI/INT - RW-5520-2130,P04140I200A001D0,001567569ce7,6,4.1.60_b4172_Jul 26 2015, 25 Mbps,ORAPA,51.91273,0.91157,
ICI EXPLOSIVES (AEL MINING),PTMP SU,ICI EXPLOSIVES (AEL MINING)TOS,10.45.24.132,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A01B3A,001567e9324e,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,Orapa vlan 2398,-20.66785,26.11531,
Device Name / IP,Device Type,Device Name,IP Address,Product Name,Serial Number,Mac Address,HW Ver.,SW Ver.,Capacity License,Location,Latitude,Longitude,Altitude
DIMENSION DATA BOTSWANA,PTMP SU,DIMENSION DATA BOTSWANA,10.45.24.135,RW5000/HSU/5525/F35/ETSI/SFF/INT - RW-5525-2A30,P07850I200000280,001567ea9111,6,4.9.35_b0012_Mar  1 2018, 25 Mbps,ORAPA KOMATSU,-21.09166,26.33774,
BPC ORAPA,PTMP SU,BPC ORAPA,10.45.24.138,RW5000/HSU/5525/F35/ETSI/SFF/INT - RW-5525-2A30,P07850I200A0017C,001567658bb0,6,4.1.60_b4174_Nov 10 2015, 25 Mbps,ORAPA,-20.50799,25.93486,
Customary court,PTMP SU,Customary court,10.45.24.140,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A00480,001567e524b2,6,4.1.60_b4174_Nov 10 2015, 10 Mbps,ORAPA,-20.97637,26.30182,
BARLOWORLD MOTORS,PTMP SU,BARLOWORLD MOTORS,10.45.24.141,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A01460,001567e0f719,6,4.9.00_b0016_Jan  8 2017, 10 Mbps,ORAPA GREEN AREA V896,-20.58246,26.02992,
THABANI NDLOVU-PW-72014,PTMP SU,MECHANO TECHNIX,10.45.24.166,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A01080,001567dff0c2,6,4.2.47_b0001_May 17 2016, 10 Mbps,ORAPA pw 78536,52.10234,0.79243,
SOOPU KAYKULOBONE-PW-70925,PTMP SU,SOOPU KAYKULOBONE-PW-70925,10.45.24.171,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A00830,001567657f63,6,4.1.60_b4174_Nov 10 2015, 10 Mbps,ORAPA Wvlan 2402,51.91273,0.91157,
RAKOPS DBES,PTMP SU,RAKOPS DBES,10.45.24.196,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A00F53,001567dfb12a,6,4.2.40_b4258_Jan 27 2016, 10 Mbps,Rakops,51.47885,1.0106,
RAKOPS POLICE,PTMP SU,RAKOPS POLICE,10.45.24.198,RW5000/HSU/5510/F35/ETSI/INT - RW-5510-2130,P08080I100A0037E,0015676436f4,9,4.1.60_b4174_Nov 10 2015, 10 Mbps,RAKOPS,51.47885,1.0106,
RAKOPS VETERINARY,PTMP SU,RAKOPS VETERINARY,10.45.24.199,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A01712,00156780e1b1,6,4.9.17_b0007_Aug 23 2017, 10 Mbps,RAKOPS PW 19743,52.18596,0.71771,
HOSPITAL RAKOPS,PTMP SU,HOSPITAL RAKOPS,10.45.24.201,RW5000/HSU/5510/F35/ETSI/INT - RW-5510-2130,P04660I100A0016D,00156756a658,6,4.1.60_b4174_Nov 10 2015, 10 Mbps,RAKOPS,51.67394,0.99139,
Sekgoma JSS,PTMP SU,Sekgoma JSS,10.45.24.226,RW5000/HSU/5525/F35/ETSI/SFF/INT - RW-5525-2A30,P07850I200A00048,001567e54e9c,6,4.1.60_b4172_Jul 26 2015, 25 Mbps,TSAU,,,
TSAU CLINIC,PTMP SU,TSAU CLINIC,10.45.24.227,RW5000/HSU/5510/F35/ETSI/INT - RW-5510-2130,P08080I100A00407,001567647b6f,9,4.1.60_b4172_Jul 26 2015, 10 Mbps,TSAU,,,
CITF TSAU PW 23163,PTMP SU,CITF TSAU PW 23163,10.45.24.228,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A01B74,001567e92ab3,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,TSAU,,,
ENGEN-NEWMALL_70788,PTMP SU,ENGEN-NEWMALL_70788,10.45.25.6,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A006D2,001567655685,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,MAUN 19 58.600`S 023 25.874`E,-19.60789,24.34642,
BLLAHWU BURIAL PW12964,PTMP SU,BLLAHWU BURIAL PW12964,10.45.25.11,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100000788,001567eb0f1e,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,MAUN,-19.23017,24.07199,
BORO PRISON BTC WIFI,PTMP SU,BORO PRISON BTC WIFI,10.45.25.12,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100000264,001567e95266,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,MAUN,-19.06669,23.80523,
PUMA ENERGY,PTMP SU,PUMA ENERGY,10.45.25.14,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100000705,001567eaf6ee,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,MAUN,-19.9904,24.42484,
DCEC NEW MALL OFFICE,PTMP SU,DCEC NEW MALL OFFICE,10.45.25.16,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A01AC6,001567e9360a,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,MAUN,-19.91211,24.41946,
Maun-Airport/Immigration,PTMP SU,Maun-Airport/Immigration,10.45.25.2,RW5000/HSU/5510/F35/ETSI/INT - RW-5510-2130,P08080I100A003CE,001567e47bd0,9,4.9.35_b0012_Mar  1 2018, 10 Mbps,Maun 19 58.569`S 023 25.668`E,-19.46807,24.27519,
PATRICK SHATHISO,PTMP SU,PATRICK SHATHISO,10.45.25.3,RW5000/HSU/5525/F35/ETSI/SFF/INT - RW-5525-2A30,P07850I200A007BE,001567849038,6,4.9.90_b0004_Jan 14 2021, 25 Mbps,MAUN -VLAN 1685,,,
IEC MAUN,PTMP SU,IEC MAUN,10.45.25.59,RW5000/HSU/5525/F35/ETSI/SFF/INT - RW-5525-2A30,P07850I200A003D9,00156760f865,6,4.9.00_b0016_Jan  8 2017, 25 Mbps,MAUN pw 20560,-19.24214,24.08569,
MAUN HOSPITAL PW 77358,PTMP SU,MAUN HOSPITAL_DR.ERISLAY_77358,10.45.25.60,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A01B53,001567e92a9e,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,MAUN,-19.58401,24.33583,
MAUN HOSPITAL PW 77357,PTMP SU,MAUN HOSPITAL_DR.MARICIS_77357,10.45.25.36,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A01B2B,001567e9323c,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,MAUN,-19.73193,24.38821,
MAUN HOSPITAL 77395,PTMP SU,MAUN HOSPITAL_DR.JOHNSON 77395,10.45.25.44,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A01A66,001567e9302b,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,MAUN V36,-19.68173,24.37334,
MAUN FORESTRY DIT,PTMP SU,MAUN FORESTRY DIT,10.45.25.47,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A01976,001567e8f697,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,MAUN,-19.8701,24.41534,
MODISE MUTUBA PW 73811,PTMP SU,MODISE MUTUBA PW 73811,10.45.25.48,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100000319,001567695b68,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,MAUN,-19.84162,24.41134,
ONKABETSE THOBOLO PW 74471,PTMP SU,ONKABETSE THOBOLO PW 74471,10.45.25.51,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A018E7,001567e8cf3f,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,MAUN D1699,-19.99064,24.42258,
MAMASI INVESTMENTS PW 72491,PTMP SU,MAMASI INVESTMENTS PW 72491,10.45.25.67,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A00F62,0015675fc232,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,MAUN,52.18596,0.71771,
MAUN SUPPLIES DEPOT,PTMP SU,MAUN SUPPLIES DEPOT,10.45.25.69,RW5000/HSU/5520/F35/ETSI/INT - RW-5520-2130,P08090I200A002B0,00156764361c,9,4.9.35_b0012_Mar  1 2018, 25 Mbps,MAUN 20 00.670`S 023.25.783`E,-19.28371,24.1295,
FOOD RESOURCES MAUN,PTMP SU,FOOD RESOURCES MAUN,10.45.25.70,RW5000/HSU/5510/F35/ETSI/INT - RW-5510-2130,P08080I100A0055C,00156764efe1,9,4.9.35_b0012_Mar  1 2018, 10 Mbps,MAUN 20 00.644`S 023 23.865E,-19.76187,24.39583,
FTTX MAUN IS PW19356,PTMP SU,FTTX MAUN IS PW19356,10.45.25.114,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A01957,001567e8f7b5,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,MAUN,51.59081,1.00431,
GIPS,PTMP SU,GIPS,10.45.25.99,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A00CCE,001567e6c43d,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,THITO WARD VLAN2033,-19.28349,24.12943,
MAUN FIRE BRIGADE,PTMP SU,MAUN FIRE BRIGADE,10.45.25.104,RW5000/HSU/5525/F35/ETSI/SFF/INT - RW-5525-2A30,P07850I200A00298,0015676702a9,6,4.9.35_b0012_Mar  1 2018, 25 Mbps,MAUN,-19.08429,23.84495,
LOUW PRETORIOUS p 70622,PTMP SU,LOUW PRETORIOUS p 70622,10.45.25.112,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A006D4,001567655667,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,MAUN VLAN 1616 p 70622,-19.78723,24.40137,
MULTICHOICE MAUN,PTMP SU,MULTICHOICE MAUN,10.45.25.149,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A01AA8,001567e9309d,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,MAUN,,,
BOTSWANA-LIFE BIHL,PTMP SU,BOTSWANA-LIFE BIHL,10.45.25.150,RW5000/HSU/5510/F35/ETSI/INT - RW-5510-2130,P04660I100A000FF,001567d68a37,6,4.1.60_b4172_Jul 26 2015, 10 Mbps,Maun 19 59.311`S 023 25.393`E,-19.04661,23.75307,
LUKE_MOTLALESELELO-PW76020,PTMP SU,LUKE_MOTLALESELELO-PW76020,10.45.25.175,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A01939,00156768f84a,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,MAUN,51.72754,0.97918,
FNB_SEDIE_SHELL-PW13765,PTMP SU,FNB_SEDIE_SHELL-PW13765,10.45.25.180,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A009CD,00156765c47e,6,4.1.60_b4172_Jul 26 2015, 10 Mbps,MAUN,51.9606,0.88691,
KUMBUDZANI_LETIO,PTMP SU,KUMBUDZANI_LETIO,10.45.25.182,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A00FB9,0015675fc1e5,6,4.2.40_b4258_Jan 27 2016, 10 Mbps,MAUN_VLAN1662_PW 71738,52.33327,0.53018,
ONALENNA_MOSWEU-PW83228,PTMP SU,ONALENNA_MOSWEU-PW83228,10.45.25.170,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A01922,001567e8ef7a,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,MAUN_VLAN1792,51.53299,1.00913,
SARUDZAYI TOGARA PW75993,PTMP SU,KABELO VICTOR PW 71758,10.45.25.232,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A018D1,001567e8cfb2,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,MAUN,-19.13255,23.89991,
MILLION DOLLAR FARM PW 70885,PTMP SU,MILLION DOLLAR FARM PW70885,10.45.26.5,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100000832,001567eb10f5,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,MAUN VLAN231,,,
